,Interval,CumulativePlayerPointsInterval,Home,TeamRest,OpponentTeamRest,CumulativeTeamPointsInterval,CumulativeOpponentPointsInterval,ScoreMarginInterval,ScoreMarginxTimeRemainingInterval,ScoreMarginxTimeRemaining2Interval,RollingAvgPlayerPoints,RollingAverageOpposingTeamAllowedPoints,RollingAverageTeamPoints,Player,res,GameId
72319,4,8.0,0,3.0,3.0,92,108,-16,0.0,0.0,17.174957758187066,110.68531583138557,109.41102889340972,D. Schröder - schrode01,-2.8762688708505126,1121
94591,0,0.0,0,3.0,3.0,0,0,0,0.0,0.0,20.411118455048555,114.52958468793238,114.17322567592112,D. Schröder - schrode01,4.003145083494343,1285
5511,1,8.0,0,3.0,3.0,23,31,-8,288.0,10368.0,20.411118455048555,114.52958468793238,114.17322567592112,D. Schröder - schrode01,5.0396827340373465,1285
27781,2,10.0,0,3.0,3.0,48,54,-6,144.0,3456.0,20.411118455048555,114.52958468793238,114.17322567592112,D. Schröder - schrode01,3.3613968684478315,1285
50051,3,15.0,0,3.0,3.0,78,86,-8,96.0,1152.0,20.411118455048555,114.52958468793238,114.17322567592112,D. Schröder - schrode01,2.874329204337441,1285
72321,4,25.0,0,3.0,3.0,103,115,-12,0.0,0.0,20.411118455048555,114.52958468793238,114.17322567592112,D. Schröder - schrode01,4.332126719287082,1285
94592,0,0.0,0,3.0,3.0,0,0,0,0.0,0.0,20.088111438541176,111.53908099790554,123.52446934502623,D. Schröder - schrode01,3.7336035412514392,1369
5512,1,0.0,0,3.0,3.0,31,24,7,252.0,9072.0,20.088111438541176,111.53908099790554,123.52446934502623,D. Schröder - schrode01,1.239445195241386,1369
27782,2,24.0,0,3.0,3.0,72,53,19,456.0,10944.0,20.088111438541176,111.53908099790554,123.52446934502623,D. Schröder - schrode01,9.328660951868613,1369
50052,3,26.0,0,3.0,3.0,94,74,20,240.0,2880.0,20.088111438541176,111.53908099790554,123.52446934502623,D. Schröder - schrode01,7.526935966392638,1369
72322,4,28.0,0,3.0,3.0,118,100,18,0.0,0.0,20.088111438541176,111.53908099790554,123.52446934502623,D. Schröder - schrode01,5.206646646871603,1369
94593,0,0.0,0,1.0,1.0,0,0,0,0.0,0.0,19.83984854816224,123.26653319559308,122.41032252263165,D. Schröder - schrode01,4.52287080080646,1461
5513,1,10.0,0,1.0,1.0,29,29,0,0.0,0.0,19.83984854816224,123.26653319559308,122.41032252263165,D. Schröder - schrode01,6.178597488947558,1461
27783,2,15.0,0,1.0,1.0,68,58,10,240.0,5760.0,19.83984854816224,123.26653319559308,122.41032252263165,D. Schröder - schrode01,5.957559989759826,1461
50053,3,17.0,0,1.0,1.0,98,87,11,132.0,1584.0,19.83984854816224,123.26653319559308,122.41032252263165,D. Schröder - schrode01,4.127639462195749,1461
72323,4,32.0,0,1.0,1.0,127,116,11,0.0,0.0,19.83984854816224,123.26653319559308,122.41032252263165,D. Schröder - schrode01,7.597129657836061,1461
94594,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,15.639659233365032,124.19143322883224,120.11548378394744,D. Schröder - schrode01,4.683975202363554,1544
5514,1,3.0,0,2.0,2.0,38,31,7,252.0,9072.0,15.639659233365032,124.19143322883224,120.11548378394744,D. Schröder - schrode01,3.3938293031083457,1544
27784,2,5.0,0,2.0,2.0,62,60,2,48.0,1152.0,15.639659233365032,124.19143322883224,120.11548378394744,D. Schröder - schrode01,1.5916195019336548,1544
50054,3,7.0,0,2.0,2.0,95,97,-2,24.0,288.0,15.639659233365032,124.19143322883224,120.11548378394744,D. Schröder - schrode01,-0.2506148795505911,1544
72324,4,21.0,0,2.0,2.0,132,126,6,0.0,0.0,15.639659233365032,124.19143322883224,120.11548378394744,D. Schröder - schrode01,2.9752999031375538,1544
94595,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,15.133919582189554,120.9023051623137,124.73877371478982,D. Schröder - schrode01,4.462918350269629,1546
5515,1,2.0,0,2.0,2.0,24,30,-6,216.0,7776.0,15.133919582189554,120.9023051623137,124.73877371478982,D. Schröder - schrode01,2.872211688462777,1546
27785,2,4.0,0,2.0,2.0,57,71,-14,336.0,8064.0,15.133919582189554,120.9023051623137,124.73877371478982,D. Schröder - schrode01,1.4316538450818959,1546
50055,3,6.0,0,2.0,2.0,87,102,-15,180.0,2160.0,15.133919582189554,120.9023051623137,124.73877371478982,D. Schröder - schrode01,-0.43006590232809483,1546
72325,4,14.0,0,2.0,2.0,120,131,-11,0.0,0.0,15.133919582189554,120.9023051623137,124.73877371478982,D. Schröder - schrode01,-0.1259438118958318,1546
94596,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,20.024950495893243,119.71706532737774,115.34287223322572,D. Schröder - schrode01,4.348068720618368,1629
5516,1,4.0,0,2.0,2.0,28,25,3,108.0,3888.0,20.024950495893243,119.71706532737774,115.34287223322572,D. Schröder - schrode01,3.511939329840865,1629
27786,2,15.0,0,2.0,2.0,56,57,-1,24.0,576.0,20.024950495893243,119.71706532737774,115.34287223322572,D. Schröder - schrode01,5.57487634700229,1629
50056,3,21.0,0,2.0,2.0,84,89,-5,60.0,720.0,20.024950495893243,119.71706532737774,115.34287223322572,D. Schröder - schrode01,5.635069315470035,1629
72326,4,24.0,0,2.0,2.0,114,116,-2,0.0,0.0,20.024950495893243,119.71706532737774,115.34287223322572,D. Schröder - schrode01,4.129657988191772,1629
94597,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,16.481596236422067,117.9408224825262,126.43005602631592,D. Schröder - schrode01,4.233251676903928,1716
5517,1,6.0,0,2.0,2.0,34,16,18,648.0,23328.0,16.481596236422067,117.9408224825262,126.43005602631592,D. Schröder - schrode01,4.533128959693078,1716
27787,2,9.0,0,2.0,2.0,67,47,20,480.0,11520.0,16.481596236422067,117.9408224825262,126.43005602631592,D. Schröder - schrode01,3.492272068207777,1716
50057,3,13.0,0,2.0,2.0,103,82,21,252.0,3024.0,16.481596236422067,117.9408224825262,126.43005602631592,D. Schröder - schrode01,2.375536626044239,1716
72327,4,17.0,0,2.0,2.0,127,109,18,0.0,0.0,16.481596236422067,117.9408224825262,126.43005602631592,D. Schröder - schrode01,0.8818509900326085,1716
94598,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,16.126967828189326,116.10737202493522,113.4369538689401,D. Schröder - schrode01,4.340730235003715,1743
5518,1,7.0,1,2.0,2.0,28,24,4,144.0,5184.0,16.126967828189326,116.10737202493522,113.4369538689401,D. Schröder - schrode01,4.814620241190327,1743
27788,2,7.0,1,2.0,2.0,66,46,20,480.0,11520.0,16.126967828189326,116.10737202493522,113.4369538689401,D. Schröder - schrode01,2.7537386775258637,1743
50058,3,9.0,1,2.0,2.0,91,76,15,180.0,2160.0,16.126967828189326,116.10737202493522,113.4369538689401,D. Schröder - schrode01,0.7218184050688251,1743
72328,4,18.0,1,2.0,2.0,124,107,17,0.0,0.0,16.126967828189326,116.10737202493522,113.4369538689401,D. Schröder - schrode01,1.45254922910275,1743
94601,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,15.340726072857256,108.67174874265528,116.46280114676928,D. Schröder - schrode01,3.9210356397366013,1748
5521,1,4.0,1,2.0,2.0,31,20,11,396.0,14256.0,15.340726072857256,108.67174874265528,116.46280114676928,D. Schröder - schrode01,3.2356303763342433,1748
27791,2,13.0,1,2.0,2.0,64,44,20,480.0,11520.0,15.340726072857256,108.67174874265528,116.46280114676928,D. Schröder - schrode01,4.931175816256311,1748
50061,3,13.0,1,2.0,2.0,88,69,19,228.0,2736.0,15.340726072857256,108.67174874265528,116.46280114676928,D. Schröder - schrode01,2.178153366228717,1748
72331,4,18.0,1,2.0,2.0,121,96,25,0.0,0.0,15.340726072857256,108.67174874265528,116.46280114676928,D. Schröder - schrode01,1.0775394846448492,1748
94602,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,20.67851642013897,112.98711359872772,115.84971931145684,D. Schröder - schrode01,3.9844321013995234,1751
5522,1,7.0,1,2.0,2.0,33,31,2,72.0,2592.0,20.67851642013897,112.98711359872772,115.84971931145684,D. Schröder - schrode01,4.352680804942021,1751
27792,2,16.0,1,2.0,2.0,62,57,5,120.0,2880.0,20.67851642013897,112.98711359872772,115.84971931145684,D. Schröder - schrode01,5.725949216813651,1751
50062,3,19.0,1,2.0,2.0,89,80,9,108.0,1296.0,20.67851642013897,112.98711359872772,115.84971931145684,D. Schröder - schrode01,4.490949601269857,1751
72332,4,23.0,1,2.0,2.0,109,104,5,0.0,0.0,20.67851642013897,112.98711359872772,115.84971931145684,D. Schröder - schrode01,3.4042755969098106,1751
94603,0,0.0,1,4.0,4.0,0,0,0,0.0,0.0,15.190451742283985,109.81990715805117,108.15543079972872,D. Schröder - schrode01,3.970276909458732,1753
5523,1,2.0,1,4.0,4.0,21,26,-5,180.0,6480.0,15.190451742283985,109.81990715805117,108.15543079972872,D. Schröder - schrode01,2.3940619023019636,1753
27793,2,4.0,1,4.0,4.0,47,47,0,0.0,0.0,15.190451742283985,109.81990715805117,108.15543079972872,D. Schröder - schrode01,0.5490922280788014,1753
50063,3,6.0,1,4.0,4.0,73,62,11,132.0,1584.0,15.190451742283985,109.81990715805117,108.15543079972872,D. Schröder - schrode01,-0.8475461856067389,1753
72333,4,6.0,1,4.0,4.0,100,83,17,0.0,0.0,15.190451742283985,109.81990715805117,108.15543079972872,D. Schröder - schrode01,-3.7812305935835813,1753
94607,0,0.0,1,1.0,1.0,0,0,0,0.0,0.0,19.785677613425975,106.3673545442145,112.23314620385658,D. Schröder - schrode01,3.7567466885636738,1761
5527,1,4.0,1,1.0,1.0,23,31,-8,288.0,10368.0,19.785677613425975,106.3673545442145,112.23314620385658,D. Schröder - schrode01,3.0776220864822936,1761
27797,2,10.0,1,1.0,1.0,42,63,-21,504.0,12096.0,19.785677613425975,106.3673545442145,112.23314620385658,D. Schröder - schrode01,3.7303192010184527,1761
50067,3,13.0,1,1.0,1.0,66,79,-13,156.0,1872.0,19.785677613425975,106.3673545442145,112.23314620385658,D. Schröder - schrode01,2.056532879702244,1761
72337,4,18.0,1,1.0,1.0,98,105,-7,0.0,0.0,19.785677613425975,106.3673545442145,112.23314620385658,D. Schröder - schrode01,1.1481823438022858,1761
94611,0,0.0,1,1.0,1.0,0,0,0,0.0,0.0,18.944651647218024,102.58732659789436,113.3678026630298,D. Schröder - schrode01,3.563404539911561,1770
5531,1,4.0,1,1.0,1.0,29,19,10,360.0,12960.0,18.944651647218024,102.58732659789436,113.3678026630298,D. Schröder - schrode01,2.8783649240743587,1770
27801,2,8.0,1,1.0,1.0,59,45,14,336.0,8064.0,18.944651647218024,102.58732659789436,113.3678026630298,D. Schröder - schrode01,2.256459546049308,1770
50071,3,12.0,1,1.0,1.0,80,60,20,240.0,2880.0,18.944651647218024,102.58732659789436,113.3678026630298,D. Schröder - schrode01,1.5173875662943022,1770
72341,4,14.0,1,1.0,1.0,98,77,21,0.0,0.0,18.944651647218024,102.58732659789436,113.3678026630298,D. Schröder - schrode01,-0.7285264437121318,1770
94617,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,18.100181166975165,107.82897845048866,122.48431425172473,D. Schröder - schrode01,3.706111501824933,1783
5537,1,3.0,1,2.0,2.0,27,32,-5,180.0,6480.0,18.100181166975165,107.82897845048866,122.48431425172473,D. Schröder - schrode01,2.4878969926413093,1783
27807,2,6.0,1,2.0,2.0,51,51,0,0.0,0.0,18.100181166975165,107.82897845048866,122.48431425172473,D. Schröder - schrode01,1.095481236635227,1783
50077,3,8.0,1,2.0,2.0,83,72,11,132.0,1584.0,18.100181166975165,107.82897845048866,122.48431425172473,D. Schröder - schrode01,-0.3720722422332651,1783
72347,4,16.0,1,2.0,2.0,117,95,22,0.0,0.0,18.100181166975165,107.82897845048866,122.48431425172473,D. Schröder - schrode01,0.04860068621130472,1783
94618,0,0.0,1,1.0,1.0,0,0,0,0.0,0.0,15.700879373284328,107.31189697787424,113.27776977800298,D. Schröder - schrode01,3.9346166177996653,1784
5538,1,4.0,1,1.0,1.0,25,28,-3,108.0,3888.0,15.700879373284328,107.31189697787424,113.27776977800298,D. Schröder - schrode01,3.127024270950335,1784
27808,2,6.0,1,1.0,1.0,46,52,-6,144.0,3456.0,15.700879373284328,107.31189697787424,113.27776977800298,D. Schröder - schrode01,1.6008445051897549,1784
50078,3,11.0,1,1.0,1.0,67,75,-8,96.0,1152.0,15.700879373284328,107.31189697787424,113.27776977800298,D. Schröder - schrode01,1.2201494388537912,1784
72348,4,17.0,1,1.0,1.0,99,95,4,0.0,0.0,15.700879373284328,107.31189697787424,113.27776977800298,D. Schröder - schrode01,0.898005094901078,1784
94619,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,15.26252478578887,108.96099800691044,112.67489474903788,D. Schröder - schrode01,3.9866221346936874,1785
5539,1,1.0,1,2.0,2.0,25,27,-2,72.0,2592.0,15.26252478578887,108.96099800691044,112.67489474903788,D. Schröder - schrode01,1.8713172204346749,1785
27809,2,9.0,1,2.0,2.0,55,58,-3,72.0,1728.0,15.26252478578887,108.96099800691044,112.67489474903788,D. Schröder - schrode01,2.72434298131397,1785
50079,3,9.0,1,2.0,2.0,75,86,-11,132.0,1584.0,15.26252478578887,108.96099800691044,112.67489474903788,D. Schröder - schrode01,0.4065322489367426,1785
72349,4,20.0,1,2.0,2.0,107,116,-9,0.0,0.0,15.26252478578887,108.96099800691044,112.67489474903788,D. Schröder - schrode01,2.1272094889156308,1785
94624,0,0.0,1,3.0,3.0,0,0,0,0.0,0.0,18.125466206240528,120.33082147340797,121.05170405555228,D. Schröder - schrode01,4.349418830205727,1795
5544,1,2.0,1,3.0,3.0,36,26,10,360.0,12960.0,18.125466206240528,120.33082147340797,121.05170405555228,D. Schröder - schrode01,2.723813845342891,1795
27814,2,6.0,1,3.0,3.0,62,63,-1,24.0,576.0,18.125466206240528,120.33082147340797,121.05170405555228,D. Schröder - schrode01,1.645071323001835,1795
50084,3,11.0,1,3.0,3.0,100,86,14,168.0,2016.0,18.125466206240528,120.33082147340797,121.05170405555228,D. Schröder - schrode01,1.4507380860058168,1795
72354,4,22.0,1,3.0,3.0,122,116,6,0.0,0.0,18.125466206240528,120.33082147340797,121.05170405555228,D. Schröder - schrode01,3.187850869440742,1795
94625,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,17.872489376953485,121.21586157887714,119.27457897524222,D. Schröder - schrode01,4.489812686764679,1796
5545,1,9.0,1,2.0,2.0,37,22,15,540.0,19440.0,17.872489376953485,121.21586157887714,119.27457897524222,D. Schröder - schrode01,5.971161003943159,1796
27815,2,9.0,1,2.0,2.0,65,49,16,384.0,9216.0,17.872489376953485,121.21586157887714,119.27457897524222,D. Schröder - schrode01,3.6180692716268834,1796
50085,3,15.0,1,2.0,2.0,100,80,20,240.0,2880.0,17.872489376953485,121.21586157887714,119.27457897524222,D. Schröder - schrode01,3.4941588520058704,1796
72355,4,15.0,1,2.0,2.0,128,101,27,0.0,0.0,17.872489376953485,121.21586157887714,119.27457897524222,D. Schröder - schrode01,0.2791424290456282,1796
94626,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,19.150271750462743,117.66597251879728,125.22647137759364,D. Schröder - schrode01,4.177277364408819,1799
5546,1,5.0,1,2.0,2.0,31,32,-1,36.0,1296.0,19.150271750462743,117.66597251879728,125.22647137759364,D. Schröder - schrode01,3.685753759649846,1799
27816,2,5.0,1,2.0,2.0,62,69,-7,168.0,4032.0,19.150271750462743,117.66597251879728,125.22647137759364,D. Schröder - schrode01,1.2617765589761651,1799
50086,3,14.0,1,2.0,2.0,98,92,6,72.0,864.0,19.150271750462743,117.66597251879728,125.22647137759364,D. Schröder - schrode01,2.339162122315886,1799
72356,4,20.0,1,2.0,2.0,132,122,10,0.0,0.0,19.150271750462743,117.66597251879728,125.22647137759364,D. Schröder - schrode01,2.0443001611355913,1799
94628,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,19.30873406543024,118.20039462550312,114.91186844746846,D. Schröder - schrode01,4.329318735116923,1803
5548,1,2.0,1,2.0,2.0,32,13,19,684.0,24624.0,19.30873406543024,118.20039462550312,114.91186844746846,D. Schröder - schrode01,2.960444827838501,1803
27818,2,4.0,1,2.0,2.0,64,40,24,576.0,13824.0,19.30873406543024,118.20039462550312,114.91186844746846,D. Schröder - schrode01,1.6336210047343946,1803
50088,3,14.0,1,2.0,2.0,86,73,13,156.0,1872.0,19.30873406543024,118.20039462550312,114.91186844746846,D. Schröder - schrode01,2.851625723009399,1803
72358,4,20.0,1,2.0,2.0,118,96,22,0.0,0.0,19.30873406543024,118.20039462550312,114.91186844746846,D. Schröder - schrode01,2.375650994597187,1803
94630,0,0.0,1,1.0,1.0,0,0,0,0.0,0.0,15.321064157614712,116.23192512680384,124.63934089937383,D. Schröder - schrode01,4.296983737689931,1808
5550,1,0.0,1,1.0,1.0,25,25,0,0.0,0.0,15.321064157614712,116.23192512680384,124.63934089937383,D. Schröder - schrode01,1.7108315043920366,1808
27820,2,2.0,1,1.0,1.0,62,55,7,168.0,4032.0,15.321064157614712,116.23192512680384,124.63934089937383,D. Schröder - schrode01,0.11088404967002902,1808
50090,3,4.0,1,1.0,1.0,93,85,8,96.0,1152.0,15.321064157614712,116.23192512680384,124.63934089937383,D. Schröder - schrode01,-1.7087363627059298,1808
72360,4,13.0,1,1.0,1.0,123,112,11,0.0,0.0,15.321064157614712,116.23192512680384,124.63934089937383,D. Schröder - schrode01,-0.7308763951243251,1808
94632,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,16.116638505457544,119.58925178805804,124.69925192784495,D. Schröder - schrode01,4.3927344678214455,1814
5552,1,0.0,1,2.0,2.0,32,30,2,72.0,2592.0,16.116638505457544,119.58925178805804,124.69925192784495,D. Schröder - schrode01,1.7703934068017624,1814
27822,2,0.0,1,2.0,2.0,56,63,-7,168.0,4032.0,16.116638505457544,119.58925178805804,124.69925192784495,D. Schröder - schrode01,-0.5964290882087375,1814
50092,3,8.0,1,2.0,2.0,90,96,-6,72.0,864.0,16.116638505457544,119.58925178805804,124.69925192784495,D. Schröder - schrode01,0.061838289709266435,1814
72362,4,14.0,1,2.0,2.0,120,131,-11,0.0,0.0,16.116638505457544,119.58925178805804,124.69925192784495,D. Schröder - schrode01,-0.19612769434401553,1814
94635,0,0.0,1,3.0,3.0,0,0,0,0.0,0.0,18.037425743839865,113.63972478244033,116.29130258017766,D. Schröder - schrode01,4.043579088430138,1823
5555,1,2.0,1,3.0,3.0,30,19,11,396.0,14256.0,18.037425743839865,113.63972478244033,116.29130258017766,D. Schröder - schrode01,2.5121618762460787,1823
27825,2,9.0,1,3.0,3.0,57,46,11,264.0,6336.0,18.037425743839865,113.63972478244033,116.29130258017766,D. Schröder - schrode01,3.0733863916579938,1823
50095,3,14.0,1,3.0,3.0,99,75,24,288.0,3456.0,18.037425743839865,113.63972478244033,116.29130258017766,D. Schröder - schrode01,2.755738639256873,1823
72365,4,23.0,1,3.0,3.0,122,109,13,0.0,0.0,18.037425743839865,113.63972478244033,116.29130258017766,D. Schröder - schrode01,3.3190005942617673,1823
94638,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,16.132167157811764,114.32623178637954,126.28670401754373,D. Schröder - schrode01,4.0481551863312895,1888
5558,1,1.0,0,2.0,2.0,32,35,-3,108.0,3888.0,16.132167157811764,114.32623178637954,126.28670401754373,D. Schröder - schrode01,1.8710819073002283,1888
27828,2,3.0,0,2.0,2.0,69,63,6,144.0,3456.0,16.132167157811764,114.32623178637954,126.28670401754373,D. Schröder - schrode01,0.16963627837838313,1888
50098,3,3.0,0,2.0,2.0,91,94,-3,36.0,432.0,16.132167157811764,114.32623178637954,126.28670401754373,D. Schröder - schrode01,-2.5258998248369204,1888
72368,4,21.0,0,2.0,2.0,126,114,12,0.0,0.0,16.132167157811764,114.32623178637954,126.28670401754373,D. Schröder - schrode01,2.4173154409515436,1888
94639,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,16.2223943546331,126.557196598047,126.14508403947288,D. Schröder - schrode01,4.719397704038864,1980
5559,1,2.0,0,2.0,2.0,33,25,8,288.0,10368.0,16.2223943546331,126.557196598047,126.14508403947288,D. Schröder - schrode01,3.082704836775848,1980
27829,2,16.0,0,2.0,2.0,59,56,3,72.0,1728.0,16.2223943546331,126.557196598047,126.14508403947288,D. Schröder - schrode01,6.4191712712931555,1980
50099,3,16.0,0,2.0,2.0,88,78,10,120.0,1440.0,16.2223943546331,126.557196598047,126.14508403947288,D. Schröder - schrode01,3.9822151347741888,1980
72369,4,21.0,0,2.0,2.0,117,115,2,0.0,0.0,16.2223943546331,126.557196598047,126.14508403947288,D. Schröder - schrode01,3.1833964086613737,1980
94641,0,0.0,0,3.0,3.0,0,0,0,0.0,0.0,16.914992917968988,111.72323554486933,110.3586540139987,D. Schröder - schrode01,4.015065829690017,2064
5561,1,5.0,0,3.0,3.0,30,25,5,180.0,6480.0,16.914992917968988,111.72323554486933,110.3586540139987,D. Schröder - schrode01,3.630759061999281,2064
27831,2,9.0,0,3.0,3.0,47,42,5,120.0,2880.0,16.914992917968988,111.72323554486933,110.3586540139987,D. Schröder - schrode01,2.931461665968851,2064
50101,3,15.0,0,3.0,3.0,79,65,14,168.0,2016.0,16.914992917968988,111.72323554486933,110.3586540139987,D. Schröder - schrode01,3.0802500662548185,2064
72371,4,15.0,0,3.0,3.0,110,100,10,0.0,0.0,16.914992917968988,111.72323554486933,110.3586540139987,D. Schröder - schrode01,-0.0024672836928693615,2064
94646,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,15.05131905992649,114.33605631503428,121.60816057218426,D. Schröder - schrode01,4.143526910742546,2325
5566,1,7.0,0,2.0,2.0,25,38,-13,468.0,16848.0,15.05131905992649,114.33605631503428,121.60816057218426,D. Schröder - schrode01,4.832340032775437,2325
27836,2,9.0,0,2.0,2.0,63,72,-9,216.0,5184.0,15.05131905992649,114.33605631503428,121.60816057218426,D. Schröder - schrode01,3.0044566020462287,2325
50106,3,11.0,0,2.0,2.0,78,90,-12,144.0,1728.0,15.05131905992649,114.33605631503428,121.60816057218426,D. Schröder - schrode01,1.4147312319546705,2325
72376,4,18.0,0,2.0,2.0,102,116,-14,0.0,0.0,15.05131905992649,114.33605631503428,121.60816057218426,D. Schröder - schrode01,1.4796119524186702,2325
94647,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,18.11667768257283,117.56676854196763,113.75983851388168,D. Schröder - schrode01,4.314369155369037,2417
5567,1,3.0,0,2.0,2.0,22,27,-5,180.0,6480.0,18.11667768257283,117.56676854196763,113.75983851388168,D. Schröder - schrode01,3.1552505338378722,2417
27837,2,11.0,0,2.0,2.0,48,58,-10,240.0,5760.0,18.11667768257283,117.56676854196763,113.75983851388168,D. Schröder - schrode01,4.2467113467635125,2417
50107,3,14.0,0,2.0,2.0,83,80,3,36.0,432.0,18.11667768257283,117.56676854196763,113.75983851388168,D. Schröder - schrode01,2.5598592478251208,2417
72377,4,26.0,0,2.0,2.0,116,109,7,0.0,0.0,18.11667768257283,117.56676854196763,113.75983851388168,D. Schröder - schrode01,4.940531927188603,2417
94649,0,0.0,0,3.0,3.0,0,0,0,0.0,0.0,17.891531728056165,109.55880539305925,114.95963665623376,D. Schröder - schrode01,3.8057270616230117,2513
5569,1,2.0,0,3.0,3.0,22,19,3,108.0,3888.0,17.891531728056165,109.55880539305925,114.95963665623376,D. Schröder - schrode01,2.1826816097162673,2513
27839,2,6.0,0,3.0,3.0,50,37,13,312.0,7488.0,17.891531728056165,109.55880539305925,114.95963665623376,D. Schröder - schrode01,1.7087229988473376,2513
50109,3,19.0,0,3.0,3.0,77,63,14,168.0,2016.0,17.891531728056165,109.55880539305925,114.95963665623376,D. Schröder - schrode01,4.610211905873181,2513
72379,4,24.0,0,3.0,3.0,98,86,12,0.0,0.0,17.891531728056165,109.55880539305925,114.95963665623376,D. Schröder - schrode01,3.792570976565325,2513
94650,0,0.0,0,1.0,1.0,0,0,0,0.0,0.0,16.18819930936067,119.54229478497696,117.96045738777924,D. Schröder - schrode01,4.497493743295654,2598
5570,1,3.0,0,1.0,1.0,35,30,5,180.0,6480.0,16.18819930936067,119.54229478497696,117.96045738777924,D. Schröder - schrode01,3.196259961640267,2598
27840,2,3.0,0,1.0,1.0,79,50,29,696.0,16704.0,16.18819930936067,119.54229478497696,117.96045738777924,D. Schröder - schrode01,1.3885954886779366,2598
50110,3,11.0,0,1.0,1.0,110,85,25,300.0,3600.0,16.18819930936067,119.54229478497696,117.96045738777924,D. Schröder - schrode01,1.8241230946214777,2598
72380,4,16.0,0,1.0,1.0,134,111,23,0.0,0.0,16.18819930936067,119.54229478497696,117.96045738777924,D. Schröder - schrode01,0.6402103244408812,2598
94652,0,0.0,0,2.0,2.0,0,0,0,0.0,0.0,15.598438577555088,108.23410295801791,110.3055130376688,D. Smith - smithde03,3.929698751257882,490
5572,1,0.0,0,2.0,2.0,22,28,-6,216.0,7776.0,15.598438577555088,108.23410295801791,110.3055130376688,D. Smith - smithde03,1.5047993181998223,490
27842,2,4.0,0,2.0,2.0,48,63,-15,360.0,8640.0,15.598438577555088,108.23410295801791,110.3055130376688,D. Smith - smithde03,1.0411005546657988,490
50112,3,8.0,0,2.0,2.0,79,87,-8,96.0,1152.0,15.598438577555088,108.23410295801791,110.3055130376688,D. Smith - smithde03,-0.2133452475221832,490
72382,4,10.0,0,2.0,2.0,104,107,-3,0.0,0.0,15.598438577555088,108.23410295801791,110.3055130376688,D. Smith - smithde03,-2.1764915048263567,490
94660,0,0.0,1,3.0,3.0,0,0,0,0.0,0.0,16.18602576355119,119.13986496255596,122.23569413402332,D. Smith - smithde03,4.335181809455643,564
5580,1,2.0,1,3.0,3.0,37,46,-9,324.0,11664.0,16.18602576355119,119.13986496255596,122.23569413402332,D. Smith - smithde03,2.6537234735765782,564
27850,2,6.0,1,3.0,3.0,69,69,0,0.0,0.0,16.18602576355119,119.13986496255596,122.23569413402332,D. Smith - smithde03,1.5118063487170852,564
50120,3,9.0,1,3.0,3.0,97,99,-2,24.0,288.0,16.18602576355119,119.13986496255596,122.23569413402332,D. Smith - smithde03,0.23478449879270766,564
72390,4,19.0,1,3.0,3.0,140,136,4,0.0,0.0,16.18602576355119,119.13986496255596,122.23569413402332,D. Smith - smithde03,1.6718151341190832,564
94661,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,17.48546728239685,115.65529917684204,117.69946487457533,D. Smith - smithde03,4.216763571252119,570
5581,1,4.0,1,2.0,2.0,27,33,-6,216.0,7776.0,17.48546728239685,115.65529917684204,117.69946487457533,D. Smith - smithde03,3.448430503165984,570
27851,2,12.0,1,2.0,2.0,59,56,3,72.0,1728.0,17.48546728239685,115.65529917684204,117.69946487457533,D. Smith - smithde03,4.200874885882024,570
50121,3,17.0,1,2.0,2.0,77,88,-11,132.0,1584.0,17.48546728239685,115.65529917684204,117.69946487457533,D. Smith - smithde03,4.044359835682958,570
72391,4,23.0,1,2.0,2.0,106,118,-12,0.0,0.0,17.48546728239685,115.65529917684204,117.69946487457533,D. Smith - smithde03,3.6524565481411906,570
94667,0,0.0,1,2.0,2.0,0,0,0,0.0,0.0,18.388452078089447,115.7650636815448,117.54919730917857,D. Smith - smithde03,4.193959570485592,599
5587,1,4.0,1,2.0,2.0,19,26,-7,252.0,9072.0,18.388452078089447,115.7650636815448,117.54919730917857,D. Smith - smithde03,3.5411458005847853,599
27857,2,6.0,1,2.0,2.0,46,50,-4,96.0,2304.0,18.388452078089447,115.7650636815448,117.54919730917857,D. Smith - smithde03,1.787600036233235,599
50127,3,22.0,1,2.0,2.0,77,82,-5,60.0,720.0,18.388452078089447,115.7650636815448,117.54919730917857,D. Smith - smithde03,5.9926099712067975,599
